	episode	timestamp	player	character	speech	segmented	intent
10	S1E601	captain_election	6号	狼	验一下你1号这张牌，就是我是预言家牌，如果你是好人牌请你退水，我或许可能会改警徽流，但是在没到我发言之前，我这个警徽流是不会改的，就是先1后11	验 一下 你 1 号 这 张牌 ， 就是 我 是 预言家 牌 ， 如果 你 是 好人 牌请 你 退水 ， 我 或许 可能 会改 警徽流 ， 但是 在 没到 我 发言 之前 ， 我 这个 警徽流 是 不会 改 的 ， 就是 先 1 后 11	hang_on
11	S1E601	captain_election	6号	狼	3号是我昨天晚上的查杀，过了	3 号 是 我 昨天晚上 的 查杀 ， 过 了	attack
12	S1E601	captain_election	7号	白狼王	7号预言家	7 号 预言家	defense
13	S1E601	captain_election	7号	白狼王	先报一下警徽流，先查5号再查9号	先 报 一下 警徽流 ， 先查 5 号 再查 9 号	to_check
14	S1E601	captain_election	7号	白狼王	7号查杀12号，过了	7 号 查杀 12 号 ， 过 了	attack
15	S1E601	captain_election	9号	狼	这都什么风气啊，还说要查我以正风气，就我隔了两天一来，突然这么多的预言家了，对吧	这 都 什么 风气 啊 ， 还 说 要查 我 以 正 风气 ， 就 我 隔 了 两天 一来 ， 突然 这么 多 的 预言家 了 ， 对 吧	defense
16	S1E601	captain_election	1号	民	退水	退水	none
17	S1E601	captain_election	9号	狼	退了对吧，那挺好的，就1号的发言，确实是做不成预言家	退 了 对 吧 ， 那 挺 好 的 ， 就 1 号 的 发言 ， 确实 是 做 不成 预言家	attack
18	S1E601	captain_election	9号	狼	就从6号跟1号的反应来看呢，6号还要去查这个就是1号要查的3号对吧	就 从 6 号 跟 1 号 的 反应 来看 呢 ， 6 号 还要 去查 这个 就是 1 号 要查 的 3 号 对 吧	attack
19	S1E601	captain_election	9号	狼	我觉得6号跟7号之间应该是6号更真一些，就是听上去7号这张牌，应该也是做不成预言家的	我 觉得 6 号 跟 7 号 之间 应该 是 6 号 更 真 一些 ， 就是 听 上去 7 号 这 张牌 ， 应该 也 是 做 不成 预言家 的	attack
20	S1E601	captain_election	9号	狼	不知后置位如何，这把我没有身份，是一张民牌，那听你们表演，来吧	不知 后置位 如何 ， 这 把 我 没有 身份 ， 是 一张 民牌 ， 那 听 你们 表演 ， 来 吧	defense
21	S1E601	captain_election	11号	民	11号，11号是个好身份，过	11 号 ， 11 号 是 个 好 身份 ， 过	defense
22	S1E601	captain_election	12号	预言家	12号才是那个真正的预言家，因为12号想先报一下警徽流	12 号 才 是 那个 真正 的 预言家 ， 因为 12 号 想 先报 一下 警徽流	defense
23	S1E601	captain_election	12号	预言家	我是警上最后一个发言，所以我想一想啊，这个退水了，那个退水了，那就警上验6号吧	我 是 警上 最后 一个 发言 ， 所以 我 想一想 啊 ， 这个 退水 了 ， 那个 退水 了 ， 那 就 警上 验 6 号 吧	to_check
24	S1E601	captain_election	12号	预言家	警下好多人查杀这个3号，那就验一下3号	警下 好多 人 查杀 这个 3 号 ， 那就验 一下 3 号	to_check
25	S1E601	captain_election	12号	预言家	9号是我的查杀，我们这轮全票走查杀，大家都不要掰票，该退水的就退下来	9 号 是 我 的 查杀 ， 我们 这轮 全票 走 查杀 ， 大家 都 不要 掰票 ， 该 退水 的 就 退下来	attack
26	S1E601	captain_election	11号	民	退水	退水	none
27	S1E601	captain_election	12号	预言家	然后6号这个跟我硬刚的，就把他全票出了就行了，过	然后 6 号 这个 跟 我 硬 刚 的 ， 就 把 他 全票 出 了 就行了 ， 过	attack
28	S1E601	night1_lastwords	2号	猎人	遗言，为什么啊，这轮也是没什么信息，但是先颜杀一把	遗言 ， 为什么 啊 ， 这轮 也 是 没什么 信息 ， 但是 先颜杀 一把	ph
29	S1E601	night1_lastwords	2号	猎人	我刚才观察到4号摸牌的时候，有一个抿嘴的动作	我 刚才 观察 到 4 号 摸牌 的 时候 ， 有 一个 抿嘴 的 动作	attack
30	S1E601	night1_lastwords	2号	猎人	然后9号9号也有点挂身份，一般拿到挂身份的有个抿嘴	然后 9 号 9 号 也 有点 挂身份 ， 一般 拿到 挂身份 的 有 个 抿嘴	hang_on
31	S1E601	night1_lastwords	2号	猎人	9号的那个表情是什么，自己做了一个表情，然后这个样子，保持了那个很僵硬的表情，大概三秒钟然后放松了	9 号 的 那个 表情 是 什么 ， 自己 做 了 一个 表情 ， 然后 这个 样子 ， 保持 了 那个 很 僵硬 的 表情 ， 大概 三秒钟 然后 放松 了	ph
32	S1E601	night1_lastwords	2号	猎人	我觉得是挂身份的，是吧，玄学，这个叫玄学颜杀	我 觉得 是 挂身份 的 ， 是 吧 ， 玄学 ， 这个 叫 玄学 颜杀	hang_on
33	S1E601	night1_lastwords	2号	猎人	我是张猎人牌	我 是 张 猎人 牌	defense
34	S1E601	night1_lastwords	2号	猎人	选择带走4号玩家	选择 带走 4 号 玩家	attack
35	S1E601	night1_lastwords	4号	民	我是个村民，我再告诉你，我再告诉真的预言家，场上我认定的两狼，是这个3号跟这个5号	我 是 个 村民 ， 我 再 告诉 你 ， 我 再 告诉 真的 预言家 ， 场上 我 认定 的 两 狼 ， 是 这个 3 号 跟 这个 5 号	attack
36	S1E601	night1_lastwords	4号	民	为什么，在12号这种发言状态下，这个5号作为一个高配玩家，他居然不投票给我，去投给12号，你说这个，这个人的身份得有多低呀，这个先出好吧，这个先出	为什么 ， 在 12 号 这种 发言 状态 下 ， 这个 5 号 作为 一个 高配 玩家 ， 他 居然 不 投票 给 我 ， 去 投给 12 号 ， 你 说 这个 ， 这个 人 的 身份 得 有 多 低 呀 ， 这个 先出 好 吧 ， 这个 先出	attack
37	S1E601	night1_lastwords	4号	民	这个顺出，不对，他给你，警徽在你手上，你自己看着来嘛，反正三五十二，三狼嘛，那第四狼我也点不出来，就三五十二嘛，我是个民	这个 顺出 ， 不 对 ， 他 给 你 ， 警徽 在 你 手上 ， 你 自己 看着 来 嘛 ， 反正 三 五十二 ， 三狼 嘛 ， 那 第四 狼 我 也 点 不 出来 ， 就 三 五十二 嘛 ， 我 是 个民	attack
38	S1E601	day1_speech	6号	狼	右手发言	右手 发言	none
39	S1E601	day1_speech	5号	守卫	从警上投票来讲，6号是吃到3票，12号是吃到了2票，12号吃到的呢，是3号和这个5号的票	从 警上 投票 来讲 ， 6 号 是 吃 到 3 票 ， 12 号 是 吃 到 了 2 票 ， 12 号 吃 到 的 呢 ， 是 3 号 和 这个 5 号 的 票	ph
40	S1E601	day1_speech	5号	守卫	其实就我这个位置，我也不好说谁是真的预言家，就是从6号和12号选	其实 就 我 这个 位置 ， 我 也 不好 说 谁 是 真的 预言家 ， 就 是从 6 号 和 12 号 选	hang_on
41	S1E601	day1_speech	5号	守卫	我之所以给12号投票呢，是因为12号，他拿真预言家的时候，他其实就是这种发言	我 之所以 给 12 号 投票 呢 ， 是因为 12 号 ， 他 拿 真 预言家 的 时候 ， 他 其实 就是 这种 发言	ph
42	S1E601	day1_speech	5号	守卫	然后也确实是，我觉得他在他12号那个位置，他是真的是一个真的预言家	然后 也 确实 是 ， 我 觉得 他 在 他 12 号 那个 位置 ， 他 是 真的 是 一个 真的 预言家	protect
43	S1E601	day1_speech	5号	守卫	然后他在想，他在思考，然后也用了一些时间，然后他玩预言家就是这种感觉	然后 他 在 想 ， 他 在 思考 ， 然后 也 用 了 一些 时间 ， 然后 他 玩 预言家 就是 这种 感觉	ph
44	S1E601	day1_speech	5号	守卫	我看的还是以往常状态所判断的12号身份，我觉得12号应该像是真的预言家	我 看 的 还是 以 往常 状态 所 判断 的 12 号 身份 ， 我 觉得 12 号 应该 像是 真的 预言家	protect
45	S1E601	day1_speech	5号	守卫	但你要说6号，其实6号也没毛病，就是6号也能做真的预言家，所以我就，我没上警嘛，对吧，我这把是一个这个身份牌，所以我没上警，所以我就上给12号票	但 你 要说 6 号 ， 其实 6 号 也 没 毛病 ， 就是 6 号 也 能 做 真的 预言家 ， 所以 我 就 ， 我 没 上警 嘛 ， 对 吧 ， 我 这 把 是 一个 这个 身份牌 ， 所以 我 没 上警 ， 所以 我 就 上 给 12 号票	protect
46	S1E601	day1_speech	5号	守卫	这个猎人我估计啊，我估计这个猎人是八成打死一个好人	这个 猎人 我 估计 啊 ， 我 估计 这个 猎人 是 八成 打死 一个 好人	ph
47	S1E601	day1_speech	5号	守卫	这个4号出局，应该是个好人出的	这个 4 号 出局 ， 应该 是 个 好人 出 的	protect
48	S1E601	day1_speech	5号	守卫	我还是听一下这个12号这一轮，还有6号发言吧，然后我再站边	我 还是 听 一下 这个 12 号 这 一轮 ， 还有 6 号 发言 吧 ， 然后 我 再 站边	hang_on
49	S1E601	day1_speech	5号	守卫	我现在因为我确实是从发言听不出什么，就是这一盘我觉得6号和12号发言都差不多，然后12号发言一直就是这种有气无力的那种，虚得不行	我 现在 因为 我 确实 是从 发言 听不出 什么 ， 就是 这 一盘 我 觉得 6 号 和 12 号 发言 都 差不多 ， 然后 12 号 发言 一直 就是 这种 有气无力 的 那种 ， 虚得 不行	hang_on
50	S1E601	day1_speech	5号	守卫	然后但是他的状态告诉我，他有可能是真的预言家，所以我看一下这一轮这两个人发言	然后 但是 他 的 状态 告诉 我 ， 他 有 可能 是 真的 预言家 ， 所以 我 看 一下 这 一轮 这 两个 人 发言	protect
51	S1E601	day1_speech	5号	守卫	我现在还是想跟12号站边的，毕竟上给你6号这边的是3票好吧，我还是想听一下发言	我 现在 还是 想 跟 12 号 站边 的 ， 毕竟 上 给 你 6 号 这边 的 是 3 票 好 吧 ， 我 还是 想 听 一下 发言	protect
52	S1E601	day1_speech	5号	守卫	我前置位发言可以啊，为什么不让我后置位发言，先让我发言，过了，过了	我 前置位 发言 可以 啊 ， 为什么 不让 我 后置位 发言 ， 先 让 我 发言 ， 过 了 ， 过 了	defense
53	S1E601	day1_speech	3号	狼	我是个好人，我跟大家说我是个好人	我 是 个 好人 ， 我 跟 大家 说 我 是 个 好人	defense
54	S1E601	day1_speech	3号	狼	这个6号查杀我，12号查杀9号，那这个6,9两狼	这个 6 号 查杀 我 ， 12 号 查杀 9 号 ， 那 这个 6 , 9 两狼	attack
55	S1E601	day1_speech	3号	狼	6，9是两狼，从我的这个视角，我是看得很清楚的，对不对	6 ， 9 是 两 狼 ， 从 我 的 这个 视角 ， 我 是 看 得 很 清楚 的 ， 对 不 对	attack
56	S1E601	day1_speech	3号	狼	就是有两个预言家嘛，一个6号，12号	就是 有 两个 预言家 嘛 ， 一个 6 号 ， 12 号	ph
57	S1E601	day1_speech	3号	狼	6号查杀的我，我是个好人，对吧	6 号 查杀 的 我 ， 我 是 个 好人 ， 对 吧	defense
58	S1E601	day1_speech	3号	狼	这一轮我也不怕，不怕你们知道，我反正是一个这一轮绝对不能这一轮出的牌，好吧	这 一轮 我 也 不怕 ， 不怕 你们 知道 ， 我 反正 是 一个 这 一轮 绝对 不能 这 一轮 出 的 牌 ， 好 吧	defense
59	S1E601	day1_speech	3号	狼	然后在我的视角，6号和9号就是两狼	然后 在 我 的 视角 ， 6 号 和 9 号 就是 两狼	attack
60	S1E601	day1_speech	3号	狼	我跳个身份吧，好吧，我跳个身份吧，我是女巫	我 跳个 身份 吧 ， 好 吧 ， 我 跳个 身份 吧 ， 我 是 女巫	defense
61	S1E601	day1_speech	3号	狼	我第一天晚上没有救他，所以说我是有一瓶毒药的，我今天晚上肯定会毒一个人	我 第一天 晚上 没有 救 他 ， 所以 说 我 是 有 一瓶 毒药 的 ， 我 今天 晚上 肯定 会毒 一个 人	ph
62	S1E601	day1_speech	3号	狼	但是我希望，我希望守卫今天晚上来守我	但是 我 希望 ， 我 希望 守卫 今天 晚上 来守 我	defense
63	S1E601	day1_speech	3号	狼	因为你这一轮这两个预言家肯定是分辨不出来身份的，守卫今天晚上来守我，我呢就不用用解药了	因为 你 这 一轮 这 两个 预言家 肯定 是 分辨 不 出来 身份 的 ， 守卫 今天 晚上 来守 我 ， 我 呢 就 不用 用 解药 了	defense
64	S1E601	day1_speech	3号	狼	如果说是外置位的人死的话，我可以看情况，我可能会直接毒掉6号，9号中的一个	如果说 是 外置 位 的 人 死 的话 ， 我 可以 看 情况 ， 我 可能 会 直接 毒掉 6 号 ， 9 号 中 的 一个	attack
65	S1E601	day1_speech	3号	狼	就是12号是真的预言家，我是个女巫，你们肯定出不到我	就是 12 号 是 真的 预言家 ， 我 是 个 女巫 ， 你们 肯定 出 不到 我	defense
66	S1E601	day1_speech	3号	狼	但是大家不要被票型所蒙蔽，票型呢就是4号和2号两个人给6号这个狼悍跳预言家上的票，然后还有一个就是8号，8号应该就是6号的狼同伴，所以应该是6,8,9三狼对吧	但是 大家 不要 被 票型 所 蒙蔽 ， 票型 呢 就是 4 号 和 2 号 两个 人 给 6 号 这个 狼 悍跳 预言家 上 的 票 ， 然后 还有 一个 就是 8 号 ， 8 号 应该 就是 6 号 的 狼 同伴 ， 所以 应该 是 6 , 8 , 9 三狼 对 吧	attack
67	S1E601	day1_speech	3号	狼	这三狼基本上，你8号等一下好好聊，你为什么给6号上票，对吧	这三狼 基本上 ， 你 8 号 等 一下 好好 聊 ， 你 为什么 给 6 号 上票 ， 对 吧	attack
68	S1E601	day1_speech	3号	狼	我这个手里是有一瓶毒药的，你好好搞清楚，我是个好人	我 这个 手里 是 有 一瓶 毒药 的 ， 你 好好 搞清楚 ， 我 是 个 好人	defense
69	S1E601	day1_speech	3号	狼	那么12号的话是真的预言家	那么 12 号 的话 是 真的 预言家	protect
70	S1E601	day1_speech	3号	狼	这轮我们全票去撕警徽	这轮 我们 全票 去 撕警徽	attack
71	S1E601	day1_speech	3号	狼	这是我在我这个位置，我跳一个女巫出来，给大家说的	这 是 我 在 我 这个 位置 ， 我 跳 一个 女巫 出来 ， 给 大家 说 的	defense
72	S1E601	day1_speech	3号	狼	然后守卫一定要保我不死，守卫下一轮无脑守我，守卫下一轮无脑守我，保证我两瓶药能用出来，这个局势就已经很好打了，好吧，我是真的女巫，过了	然后 守卫 一定 要保 我 不 死 ， 守卫 下 一轮 无脑 守 我 ， 守卫 下 一轮 无脑 守 我 ， 保证 我 两瓶 药能 用 出来 ， 这个 局势 就 已经 很 好 打 了 ， 好 吧 ， 我 是 真的 女巫 ， 过 了	defense
73	S1E601	day1_speech	1号	民	1号玩家想了一个万金油的打法，就是你这是一张女巫牌，真的假的	1 号 玩家 想 了 一个 万金油 的 打法 ， 就是 你 这 是 一张 女巫 牌 ， 真的假 的	ph
74	S1E601	day1_speech	1号	民	因为现在其实狼刀在先嘛，猎人死了，这个女巫要是被白狼王爆了，也挺伤的，因为你要万一是个狼队的人出来诈女巫也挺伤的	因为 现在 其实 狼刀在先 嘛 ， 猎人 死 了 ， 这个 女巫 要是 被 白狼王 爆 了 ， 也 挺 伤 的 ， 因为 你 要 万一 是 个 狼队 的 人 出来 诈 女巫 也 挺 伤 的	ph
75	S1E601	day1_speech	1号	民	我觉得就先把你放到一边不理，然后6号我也不出，真预言家我也不出，	我 觉得 就 先 把 你 放到 一边 不理 ， 然后 6 号 我 也 不出 ， 真 预言家 我 也 不出 ，	hang_on
76	S1E601	day1_speech	1号	民	我出9号牌	我出 9 号牌	attack
77	S1E601	day1_speech	1号	民	6号查杀的是这张3号牌，对吧，12号查杀的是9号牌	6 号 查杀 的 是 这张 3 号牌 ， 对 吧 ， 12 号 查杀 的 是 9 号牌	ph
78	S1E601	day1_speech	1号	民	因为我6号和12号呢，我无法分辨，然后你跳了个女巫，讲道理应该出6号对吧，但是到目前为止还没有狼去爆，说明狼很尊重你这张女巫牌	因为 我 6 号 和 12 号 呢 ， 我 无法 分辨 ， 然后 你 跳 了 个 女巫 ， 讲道理 应该 出 6 号 对 吧 ， 但是 到 目前为止 还 没有 狼 去 爆 ， 说明 狼 很 尊重 你 这张 女巫 牌	hang_on
79	S1E601	day1_speech	1号	民	因为有白狼王的板子嘛，如果有白狼王的话，一定会去爆掉你这张女巫牌，但是白狼王没爆	因为 有 白狼王 的 板子 嘛 ， 如果 有 白狼王 的话 ， 一定 会去 爆掉 你 这张 女巫 牌 ， 但是 白狼王 没爆	ph
80	S1E601	day1_speech	1号	民	那我觉得我尊重一下你这张女巫牌，那我出9号，我出9号牌	那 我 觉得 我 尊重 一下 你 这张 女巫 牌 ， 那 我 出 9 号 ， 我出 9 号牌	attack
81	S1E601	day1_speech	1号	民	那如果在出到这一轮发言完之前呢，还没有狼爆带走你，那你晚上就把6号毒了，或者是女巫把你毒了，就女巫解决和我没关系对吧，我不站边	那 如果 在 出到 这 一轮 发言 完 之前 呢 ， 还 没有 狼 爆 带走 你 ， 那 你 晚上 就 把 6 号 毒 了 ， 或者 是 女巫 把 你 毒 了 ， 就 女巫 解决 和 我 没关系 对 吧 ， 我 不 站边	attack
82	S1E601	day1_speech	1号	民	我觉得这轮这两个人都可以出的情况下，我觉得你我动不了，你是女巫，我出那个查杀，这样的话不粘锅，我出9号，过	我 觉得 这轮 这 两个 人 都 可以 出 的 情况 下 ， 我 觉得 你 我动 不了 ， 你 是 女巫 ， 我出 那个 查杀 ， 这样的话 不粘锅 ， 我出 9 号 ， 过	attack
83	S1E601	day1_speech	12号	预言家	12号发言，12号这轮的发言，我主要是说给刚才警上的人听听的	12 号 发言 ， 12 号 这轮 的 发言 ， 我 主要 是 说 给 刚才 警上 的 人 听听 的	ph
84	S1E601	day1_speech	12号	预言家	因为刚才投票6号是吃了3票，对吧，2，4，8	因为 刚才 投票 6 号 是 吃 了 3 票 ， 对 吧 ， 2 ， 4 ， 8	ph
85	S1E601	day1_speech	12号	预言家	2，4现在都死了，2是猎人，我认为他是站错了队	2 ， 4 现在 都 死 了 ， 2 是 猎人 ， 我 认为 他 是 站 错 了 队	ph
86	S1E601	day1_speech	12号	预言家	4号被崩的，我不知道是民走的，还是狼走的	4 号 被 崩 的 ， 我 不 知道 是民 走 的 ， 还是 狼 走 的	hang_on
87	S1E601	day1_speech	12号	预言家	8号的话肯定是个狼，因为9号是我的查杀，6号是跟我悍跳的一个狼	8 号 的话 肯定 是 个 狼 ， 因为 9 号 是 我 的 查杀 ， 6 号 是 跟 我 悍跳 的 一个 狼	attack
88	S1E601	day1_speech	12号	预言家	所以就是警下的话，其实除去6号，9号，能上票的也只有一个8号了	所以 就是 警下 的话 ， 其实 除去 6 号 ， 9 号 ， 能 上票 的 也 只有 一个 8 号 了	ph
89	S1E601	day1_speech	12号	预言家	这个10号是弃票了，然后11号在警上，1号在警上，7号我忘了在不在警上，然后我吃到3号5号两票	这个 10 号 是 弃票 了 ， 然后 11 号 在 警上 ， 1 号 在 警上 ， 7 号 我 忘 了 在 不 在 警上 ， 然后 我 吃 到 3 号 5 号 两票	ph
90	S1E601	day1_speech	12号	预言家	3号是被6号查杀，3号肯定是好人牌，女不女巫我不知道	3 号 是 被 6 号 查杀 ， 3 号 肯定 是 好人 牌 ， 女 不 女巫 我 不 知道	protect
91	S1E601	day1_speech	12号	预言家	所以他不认6号这个查杀，才投我的票，这是3号为什么上我	所以 他 不认 6 号 这个 查杀 ， 才 投 我 的 票 ， 这是 3 号 为什么 上 我	defense
92	S1E601	day1_speech	12号	预言家	5号我不清楚，这是我吃到的两票的原因	5 号 我 不 清楚 ， 这 是 我 吃 到 的 两票 的 原因	hang_on
93	S1E601	day1_speech	12号	预言家	而6号吃到的票是因为他有一个查杀在警上是上不了你的票的	而 6 号 吃 到 的 票 是因为 他 有 一个 查杀 在 警上 是 上 不了 你 的 票 的	ph
94	S1E601	day1_speech	12号	预言家	8号这一票，我觉得8号可能是个狼	8 号 这 一票 ， 我 觉得 8 号 可能 是 个 狼	attack
95	S1E601	day1_speech	12号	预言家	2号那已经是猎人身份走，我就不聊了	2 号 那 已经 是 猎人 身份 走 ， 我 就 不聊 了	hang_on
96	S1E601	day1_speech	12号	预言家	4号平民，狼都有可能	4 号 平民 ， 狼 都 有 可能	hang_on
97	S1E601	day1_speech	12号	预言家	所以这轮我有查杀，肯定是先走9号这个查杀，6号我就不验了，因为6号我没必要验了，悍跳狼	所以 这轮 我 有 查杀 ， 肯定 是 先 走 9 号 这个 查杀 ， 6 号 我 就 不验 了 ， 因为 6 号 我 没 必要 验 了 ， 悍跳狼	attack
98	S1E601	day1_speech	12号	预言家	我就直接下一轮就先走9号，再走6号	我 就 直接 下 一轮 就 先 走 9 号 ， 再 走 6 号	attack
99	S1E601	day1_speech	12号	预言家	我这是在安排工作了，我不跟你们聊什么逻辑了，我完全觉得可以安排工作了	我 这 是 在 安排 工作 了 ， 我 不 跟 你们 聊 什么 逻辑 了 ， 我 完全 觉得 可以 安排 工作 了	ph
100	S1E601	day1_speech	12号	预言家	你们狼要是觉得这是个真女巫，可以把他爆了闷两瓶药	你们 狼 要是 觉得 这 是 个 真 女巫 ， 可以 把 他 爆 了 闷 两瓶 药	ph
101	S1E601	day1_speech	12号	预言家	你们要是觉得他是个真女巫的话3号，安排一下工作，先出9，再出6	你们 要是 觉得 他 是 个 真 女巫 的话 3 号 ， 安排 一下 工作 ， 先出 9 ， 再出 6	ph
102	S1E601	day1_speech	12号	预言家	我觉得好人这轮如果不站错队的话，是可以出到这个9号的	我 觉得 好人 这轮 如果 不站 错队 的话 ， 是 可以 出 到 这个 9 号 的	attack
103	S1E601	day1_speech	12号	预言家	因为狼人拿警徽嘛，4.5票，我们好人有5票	因为 狼人 拿 警徽 嘛 ， 4.5 票 ， 我们 好人 有 5 票	ph
104	S1E601	day1_speech	12号	预言家	如果大家全部没有站错队的话，是可以出到这个9号的	如果 大家 全部 没有 站 错队 的话 ， 是 可以 出 到 这个 9 号 的	ph
105	S1E601	day1_speech	12号	预言家	至少我是，因为至少3号是被一个假查杀，是绝对有这一票的	至少 我 是 ， 因为 至少 3 号 是 被 一个 假 查杀 ， 是 绝对 有 这 一票 的	ph
106	S1E601	day1_speech	12号	预言家	我这有一票，其他的好人，我建议还是一定要投票	我 这 有 一票 ， 其他 的 好人 ， 我 建议 还是 一定 要 投票	ph
107	S1E601	day1_speech	12号	预言家	因为出9号我查杀，也没什么问题	因为 出 9 号 我 查杀 ， 也 没什么 问题	attack
108	S1E601	day1_speech	12号	预言家	说一下下一轮解决6号	说 一下下 一轮 解决 6 号	attack
109	S1E601	day1_speech	12号	预言家	我再报一下我的警徽流，我没有警徽流，我只能报一下我的验人了，8号我要验一下，然后这个弃票的10号我要验一下，先验8再验10	我 再 报 一下 我 的 警徽流 ， 我 没有 警徽流 ， 我 只能 报 一下 我 的 验人 了 ， 8 号 我 要验 一下 ， 然后 这个 弃票 的 10 号 我 要验 一下 ， 先验 8 再验 10	to_check
110	S1E601	day1_speech	12号	预言家	别的也没什么，我想想我安排守卫这轮守谁，守卫还是守我吧，不要守这个女巫	别的 也 没什么 ， 我 想想 我 安排 守卫 这轮守 谁 ， 守卫 还是 守 我 吧 ， 不要 守 这个 女巫	defense
111	S1E601	day1_speech	12号	预言家	女巫晚上开一瓶毒药，毒这个6号就可以了，看她警徽往哪里飞，女巫就死了就开毒就可以了，别救了，守卫这一轮守我	女巫 晚上 开 一瓶 毒药 ， 毒 这个 6 号 就 可以 了 ， 看 她 警徽 往 哪里 飞 ， 女巫 就 死 了 就 开毒 就 可以 了 ， 别救 了 ， 守卫 这 一轮 守 我	attack
112	S1E601	day1_speech	12号	预言家	因为女巫我觉得大概率被爆掉，不爆的话你就毒6号，OK,守卫我这轮过	因为 女巫 我 觉得 大 概率 被 爆掉 ， 不爆 的话 你 就 毒 6 号 ， OK , 守卫 我 这轮 过	ph
113	S1E601	day1_speech	11号	民	我没太听明白，就是警上有两个预言家，然后警下5号认了一个身份，3号认了一个女巫，那我是什么	我 没 太 听 明白 ， 就是 警上 有 两个 预言家 ， 然后 警下 5 号认 了 一个 身份 ， 3 号认 了 一个 女巫 ， 那 我 是 什么	ph
114	S1E601	day1_speech	11号	民	我看了一眼我自己的牌，这我是个女巫的情况下，6号猎人走了，不对，2号猎人走了，3号这个女巫，6号是预言家	我 看 了 一眼 我 自己 的 牌 ， 这 我 是 个 女巫 的 情况 下 ， 6 号 猎人 走 了 ， 不 对 ， 2 号 猎人 走 了 ， 3 号 这个 女巫 ， 6 号 是 预言家	ph
115	S1E601	day1_speech	11号	民	那我是女巫的情况下，3号我先不聊	那 我 是 女巫 的 情况 下 ， 3 号 我 先不聊	defense
116	S1E601	day1_speech	11号	民	那5号你又是什么身份，所以我现在挺奇怪的，就你们俩现在能开始穿身份了	那 5 号 你 又 是 什么 身份 ， 所以 我 现在 挺 奇怪 的 ， 就 你们 俩 现在 能 开始 穿 身份 了	hang_on
117	S1E601	day1_speech	11号	民	就这一轮我觉得5号肯定出不到你，你这个身份穿得完全没有什么意义，对吧	就 这 一轮 我 觉得 5 号 肯定 出 不到 你 ， 你 这个 身份 穿 得 完全 没有 什么 意义 ， 对 吧	hang_on
118	S1E601	day1_speech	11号	民	要出的话，认6号出3号，认这个几号，认12号的话出9号，对吧，出不到你	要出 的话 ， 认 6 号 出 3 号 ， 认 这个 几号 ， 认 12 号 的话 出 9 号 ， 对 吧 ， 出 不到 你	ph
119	S1E601	day1_speech	11号	民	你这个身份认的我觉得你有点在找另外一个守卫的嫌疑，是吧	你 这个 身份 认 的 我 觉得 你 有点 在 找 另外 一个 守卫 的 嫌疑 ， 是 吧	attack
120	S1E601	day1_speech	11号	民	然后这轮我觉得，胆大的就直接跟我撕3号，胆小的话也可以出这个，因为警长的这个查杀是3号嘛，对吧	然后 这轮 我 觉得 ， 胆大 的 就 直接 跟 我 撕 3 号 ， 胆小 的话 也 可以 出 这个 ， 因为 警长 的 这个 查杀 是 3 号 嘛 ， 对 吧	attack
121	S1E601	day1_speech	11号	民	我现在认这个6号预言家的	我 现在 认 这个 6 号 预言家 的	attack
122	S1E601	day1_speech	11号	民	警长查杀3号，胆大的跟我撕3号，胆小的话可以走这个12号	警长 查杀 3 号 ， 胆大 的 跟 我 撕 3 号 ， 胆小 的话 可以 走 这个 12 号	attack
